,Fe,Co,Ni,V,Mo,Cr,Cu,Mn,C,W,Ta,Nb,Al,Ti,Si,Ms,Hc,Tc,ER,TS,YS,Elong,HV,Cost
307,96.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,256.24,763.0,16.85,,,40.0,,0.99
308,95.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,306.37,760.0,19.23,,,7.5,,1.13
309,94.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,353.32,757.0,20.54,,,7.5,,1.27
310,93.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.26,395.5,752.0,21.91,,,7.5,,1.41
311,92.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.26,438.47,748.0,23.16,,,7.5,,1.55
312,91.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.26,481.44,743.0,24.47,,,7.5,,1.69
313,90.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.26,522.03,737.0,25.78,,,7.5,,1.83
314,89.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.26,564.2,731.0,26.5,,,7.5,,1.97
315,88.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.26,603.99,724.0,28.05,,,7.5,,2.11
316,87.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.26,642.19,716.0,29.04,,,7.5,,2.25
317,86.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,680.39,709.0,30.04,,,7.5,,2.39
318,85.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,716.2,700.0,30.88,,,7.5,,2.53
319,84.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,750.42,691.0,31.6,,,7.5,,2.67
320,83.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.24,785.43,681.0,32.75,,,7.5,,2.81
321,82.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.23,755.12,671.0,33.05,,,7.5,,2.95
322,81.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.23,719.74,661.0,33.79,,,7.5,,3.09
323,80.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22,714.25,652.18,34.06,1202.0,824.0,7.5,303.0,3.23
324,79.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,687.07,643.6,34.3,,,7.5,,3.37
325,78.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,659.26,630.45,34.78,,,7.5,,3.51
326,77.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.17,642.34,619.65,36.37,,,7.5,,3.64
327,76.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.15,639.84,610.0,37.97,,,7.5,,3.78
328,75.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.13,633.56,553.03,39.86,,,7.5,,3.92
329,74.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,615.57,487.57,41.28,,,7.5,,4.06
330,73.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.08,598.79,442.21,43.4,,,12.5,,4.2
331,72.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.05,598.25,387.53,45.58,,,12.5,,4.33
332,71.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.02,586.89,341.25,47.21,,,12.5,,4.47
333,70.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.99,24.31,303.41,49.04,,,12.5,,4.61
334,69.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,24.45,263.96,50.79,,,12.5,,4.75
335,68.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.92,24.72,302.86,52.3,,,12.5,,4.88
336,67.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88,24.97,274.97,53.54,,,12.5,,5.02
337,66.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.85,25.43,252.45,55.33,,,12.5,,5.16
338,65.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82,25.48,228.0,58.51,,,12.5,,5.29
339,64.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.81,25.39,250.0,61.22,,,12.5,,5.43
340,63.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82,25.56,271.42,63.51,,,10.35,,5.57
341,62.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.81,28.11,304.26,63.88,,,7.26,,5.7
342,61.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.81,33.42,334.0,60.49,,,7.26,,5.84
343,60.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,32.63,355.0,59.35,,,7.26,,5.98
344,59.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.79,31.04,374.0,54.89,,,7.26,,6.11
345,58.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.78,29.44,393.0,51.87,,,7.26,,6.25
346,57.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.77,27.85,411.0,49.55,,,12.2,,6.38
347,56.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,27.06,428.0,47.72,,,15.8,,6.52
348,55.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.74,25.46,444.0,45.55,498.0,172.0,70.0,95.0,6.65
349,54.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.72,23.87,459.0,43.96,,,6.4,,6.79
350,53.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71,23.08,474.0,42.44,,,6.4,,6.92
351,52.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69,21.49,488.0,42.09,,,6.4,,7.06
352,51.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68,20.69,501.0,42.27,,,6.4,,7.19
353,50.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66,19.89,513.0,35.65,,,6.4,,7.33
354,49.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,18.3,524.0,34.76,,,6.4,,7.46
355,48.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63,17.51,535.0,32.98,,,6.4,,7.6
356,47.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61,16.71,545.0,31.08,,,5.5,,7.73
357,46.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.59,15.92,554.0,29.84,,,5.5,,7.87
358,45.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,15.12,563.0,28.36,,,5.5,,8.0
359,44.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,14.32,571.0,26.88,,,5.5,,8.14
360,43.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,13.53,578.0,25.39,,,5.5,,8.27
361,42.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,12.73,584.0,24.55,,,5.5,,8.4
362,41.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,11.94,590.0,23.34,,,5.5,,8.54
363,40.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,11.14,595.0,22.2,,,5.5,,8.67
364,39.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,10.35,599.0,21.21,,,5.5,,8.8
365,38.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.44,9.55,603.0,20.48,,,5.5,,8.94
366,37.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.42,8.75,606.0,19.79,,,5.5,,9.07
367,36.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,8.75,608.0,19.26,,,5.5,,9.2
368,35.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,7.96,610.0,18.94,,,5.5,,9.33
369,34.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,7.16,611.0,18.57,,,7.75,,9.47
370,33.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.34,7.16,611.0,18.05,,,7.75,,9.6
371,32.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,6.37,611.0,17.84,,,7.75,,9.73
372,31.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29,6.37,610.0,17.38,,,7.75,,9.86
373,30.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27,5.57,608.0,17.03,,,7.75,,10.0
374,29.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,5.57,606.0,16.42,,,7.75,,10.13
375,28.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23,4.77,604.0,15.88,,,7.75,,10.26
376,27.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,4.77,601.0,15.5,,,7.75,,10.39
377,26.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18,4.77,597.0,15.0,,,7.75,,10.52
378,25.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16,4.77,592.0,14.44,,,80.0,,10.66
379,24.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14,3.98,587.0,14.64,,,80.0,,10.79
380,23.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12,3.98,582.0,14.94,,,80.0,,10.92
381,22.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09,3.98,576.0,15.19,567.0,155.0,80.0,127.0,11.05
382,21.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,4.77,569.0,15.32,,,35.0,,11.18
383,20.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,4.77,562.0,14.88,,,35.0,,11.31
384,19.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,5.57,555.0,14.81,,,35.0,,11.44
385,18.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,6.37,547.0,14.62,,,35.0,,11.57
386,17.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,7.16,538.0,14.57,,,35.0,,11.7
387,16.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,8.75,529.0,14.45,,,35.0,,11.83
388,15.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,9.55,519.0,14.6,,,35.0,,11.96
389,14.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,11.94,509.0,14.43,,,35.0,,12.09
390,13.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,14.32,499.0,14.39,,,70.0,,12.22
391,12.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,17.51,488.0,14.3,,,70.0,,12.35
392,11.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,20.69,477.0,14.1,,,70.0,,12.48
393,10.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,24.67,465.0,13.28,,,70.0,,12.61
394,9.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,28.65,453.0,13.59,,,70.0,,12.74
395,8.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,32.63,440.0,13.23,,,70.0,,12.87
396,7.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,35.81,427.0,12.64,,,70.0,,13.0
397,6.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,39.79,413.0,12.6,,,70.0,,13.13
398,5.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,43.77,399.0,11.9,,,70.0,,13.26
399,4.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,46.95,385.0,11.19,,,70.0,,13.39
400,3.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,50.13,370.0,10.58,,,70.0,,13.51
401,2.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,54.11,355.0,10.38,,,70.0,,13.64
402,1.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,56.5,340.0,9.69,,,70.0,,13.77
403,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,58.89,324.0,8.85,447.0,172.0,70.0,100.0,13.9
404,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,39.79,361.0,8.0,,,70.0,,13.9
405,0.0,5.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,47.75,413.0,11.0,,,9.6,,14.85
406,0.0,10.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,55.7,465.0,12.45,,,9.6,,15.8
407,0.0,15.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,63.66,518.0,13.3,,,9.6,,16.74
408,0.0,20.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,79.58,570.0,13.9,,,9.6,,17.69
409,0.0,25.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,95.49,620.0,14.11,,,9.6,,18.64
410,0.0,30.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,119.37,669.0,14.17,,,9.6,,19.59
411,0.0,35.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,143.24,716.0,14.13,,,9.6,,20.53
412,0.0,40.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16,167.11,761.0,14.03,,,9.6,,21.48
413,0.0,45.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.21,190.99,803.0,13.91,,,9.6,,22.42
414,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.28,222.82,842.0,13.75,,,53.0,,23.37
415,0.0,55.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,262.61,878.0,13.56,,,53.0,,24.31
416,0.0,60.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.41,294.44,912.0,13.28,,,53.0,,25.26
417,0.0,65.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45,334.23,943.0,12.93,,,53.0,,26.2
418,0.0,70.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51,374.01,971.0,12.33,,,53.0,,27.15
419,0.0,75.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,413.8,997.0,11.64,,,53.0,,28.09
420,0.0,80.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61,453.59,1022.0,12.12,,,53.0,,29.03
421,0.0,85.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66,501.34,1046.0,13.19,,,53.0,,29.97
422,0.0,90.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71,541.13,1068.0,13.29,,,53.0,,30.92
423,0.0,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,588.87,1091.0,12.96,,,53.0,,31.86
424,0.0,97.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.78,628.66,1101.0,12.71,,,36.0,,32.24
425,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,676.41,1120.0,12.01,,,7.0,,32.8
426,49.5,48.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,136.08,980.0,35.0,400.0,390.0,2.0,85.0,23.19
427,62.5,0.0,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,23.87,250.0,75.0,380.0,230.0,23.0,112.0,5.64
428,52.5,0.0,47.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,12.73,440.0,45.0,420.0,200.0,18.0,115.0,6.99
429,52.5,0.0,47.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,23.87,440.0,50.0,,,6.4,,6.99
430,52.5,0.0,47.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27,15.92,440.0,49.74,,,6.4,,6.99
431,19.0,0.0,77.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,2.39,400.0,55.0,440.0,180.0,16.0,121.0,13.19
432,72.4,27.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.42,71.62,925.0,43.0,696.0,365.0,7.0,197.12,9.57
433,72.4,27.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.17,71.62,925.0,43.0,799.0,427.0,8.0,226.08,9.57
434,72.4,27.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.17,71.62,925.0,43.0,1336.0,1295.0,1.0,361.0,9.57
435,49.0,49.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.43,127.32,970.0,19.0,551.0,310.0,15.0,156.3,23.35
436,49.0,49.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.26,431.47,970.0,19.0,709.0,434.0,14.0,200.78,23.35
437,49.0,49.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.26,431.47,970.0,19.0,1143.0,1137.0,6.0,320.0,23.35
438,55.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,3.98,472.0,50.0,441.0,165.0,35.0,125.28,6.65
439,51.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,2.39,518.0,47.0,,,6.4,,7.19
440,51.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,7.96,518.0,47.0,,,6.4,,7.19
441,51.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,3.98,518.0,47.0,,,6.4,,7.19
442,52.0,0.0,45.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45,4.77,580.0,65.0,,,16.0,,8.48
443,21.5,0.0,78.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,1.03,580.0,16.0,455.0,159.0,35.0,129.23,11.11
444,17.0,0.0,79.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.32,455.0,59.0,,,37.0,,13.44
445,16.0,0.0,80.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.45,566.0,50.99,545.0,172.0,37.0,154.6,13.57
446,15.0,0.0,80.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.5,566.0,43.07,545.0,172.0,37.0,154.6,14.11
447,16.0,0.0,77.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.4,405.0,56.0,441.0,125.0,27.0,125.28,11.33
448,41.7,15.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.9,1.4,0.0,1.74,74.21,530.0,31.14,1310.0,1100.0,14.0,369.45,14.15
449,42.62,13.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,0.03,1.5,0.15,1.73,28.38,530.0,32.68,1310.0,1100.0,14.0,369.45,15.29
450,42.36,13.0,38.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,4.7,0.03,1.5,0.4,1.73,23.08,530.0,32.26,1275.0,1035.0,15.0,359.65,15.31
451,57.9,0.0,41.6,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.77,17.91,386.0,51.6,496.0,255.0,7.26,147.0,6.2
452,42.54,14.0,38.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,2.9,0.9,1.4,0.17,1.74,4.79,530.0,31.21,1365.0,1200.0,14.0,376.0,13.74
453,41.97,14.0,37.6,0.0,0.0,0.0,0.1,0.05,0.0,0.0,0.0,4.7,1.5,0.0,0.08,1.72,5.51,530.0,31.19,1345.0,1124.0,15.0,406.0,15.51
454,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,4854.23,355.0,8.82,,,70.0,,13.9
455,0.0,15.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,3342.25,518.0,12.58,,,9.6,,16.74
456,0.0,28.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,2864.79,650.0,14.01,,,9.6,,19.21
457,0.0,40.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,2864.79,761.0,11.99,,,9.6,,21.48
458,0.0,58.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,3580.99,899.0,7.77,,,53.0,,24.88
459,0.0,64.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18,6207.04,937.0,7.58,,,53.0,,26.01
