Fe,Co,Ni,V,Mo,Cr,Cu,Mn,C,W,Ta,Nb,Al,Ti,Si,Type,PrcntRedArea,AnnTemp,AnnTime,AnnAtm,AnnCoolRate,AppMagField,ReannTemp,ReannTime,ReannTime,ReannCoolRate,AppMagField,Phase,GrainSize,Ms,Hc,Tc,MuMax,ER,TS,YS,Elong,HV,Cost
96,0,4,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,BCC,,2.25,256.24,763,2885,,,,,,0.99
95,0,5,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,BCC,,2.25,306.37,760,2425,19.23,,,,,1.13
94,0,6,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,BCC,,2.25,353.32,757,1928,,,,,,1.27
93,0,7,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,BCC,,2.26,395.5,752,1515,,,,,,1.41
92,0,8,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,BCC,,2.26,438.47,748,1196,,,,,,1.55
91,0,9,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,BCC,,2.26,481.44,743,850,,,,,,1.69
90,0,10,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,BCC,,2.26,522.03,737,525,25.78,,,,,1.83
89,0,11,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,BCC,,2.26,564.2,731,285,,,,,,1.97
88,0,12,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,BCC,,2.26,603.99,724,85,,,,,,2.11
87,0,13,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,BCC,,2.26,642.19,716,0,,,,,,2.25
86,0,14,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,BCC,,2.25,680.39,709,0,,,,,,2.39
85,0,15,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,BCC,,2.25,716.2,700,0,30.88,,,,,2.53
84,0,16,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,BCC,,2.25,750.42,691,32,,,,,,2.67
83,0,17,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,BCC,,2.24,785.43,681,233,,,,,,2.81
82,0,18,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,BCC,,2.23,,671,375,,,,,,2.95
81,0,19,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,BCC,,2.23,,661,513,,,,,,3.09
80,0,20,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,BCC + FCC,,2.22,,,745,,1202,824,7.5,303,3.23
79,0,21,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,BCC + FCC,,2.2,,,1077,,,,,,3.37
78,0,22,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,BCC + FCC,,2.19,,,1395,,,,,,3.51
77,0,23,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,BCC + FCC,,2.17,,,1654,,,,,,3.64
76,0,24,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,BCC + FCC,,2.15,,,1946,,,,,,3.78
75,0,25,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,BCC + FCC,,2.13,,,2294,,,,,,3.92
74,0,26,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,BCC + FCC,,2.1,,,2654,,,,,,4.06
73,0,27,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,BCC + FCC,,2.08,,,3062,,,,,,4.2
72,0,28,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,BCC + FCC,,2.05,,,3529,,,,,,4.33
71,0,29,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,BCC + FCC,,2.02,,,4056,,,,,,4.47
70,0,30,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,BCC + FCC,,1.99,,,4666,,,,,,4.61
69,0,31,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,BCC + FCC,,1.96,,,5371,,,,,,4.75
68,0,32,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,BCC + FCC,,1.92,,,6154,,,,,,4.88
67,0,33,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,BCC + FCC,,1.88,,,6912,,,,,,5.02
66,0,34,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,BCC + FCC,,1.85,,,7805,,,,,,5.16
65,0,35,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,BCC + FCC,,1.82,,,8872,,,,,,5.29
64,0,36,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,BCC + FCC,,1.81,,,9814,,,,,,5.43
63,0,37,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,BCC + FCC,,1.82,,,10918,,,,,,5.57
62,0,38,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,BCC + FCC,,1.81,,,12177,,,,,,5.7
61,0,39,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,FCC,,1.81,33.42,334,13324,,,,,,5.84
60,0,40,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,FCC,,1.8,32.63,355,14303,59.35,,,,,5.98
59,0,41,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,FCC,,1.79,31.04,374,14958,,,,,,6.11
58,0,42,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,FCC,,1.78,29.44,393,15563,,,,,,6.25
57,0,43,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,FCC,,1.77,27.85,411,16037,,,,,,6.38
56,0,44,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,FCC,,1.75,27.06,428,16330,,,,,,6.52
55,0,45,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,FCC,,1.74,25.46,444,16466,,498,172,70,95,6.65
54,0,46,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,FCC,,1.72,23.87,459,16612,,,,,,6.79
53,0,47,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,FCC,,1.71,23.08,474,16717,,,,,,6.92
52,0,48,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,FCC,,1.69,21.49,488,16606,,,,,,7.06
51,0,49,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,FCC,,1.68,20.69,501,16516,,,,,,7.19
50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,FCC,,1.66,19.89,513,16300,35.65,,,,,7.33
49,0,51,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,FCC,,1.64,18.3,524,15973,,,,,,7.46
48,0,52,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,FCC,,1.63,17.51,535,15757,,,,,,7.6
47,0,53,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,FCC,,1.61,16.71,545,15552,,,,,,7.73
46,0,54,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,FCC,,1.59,15.92,554,15377,,,,,,7.87
45,0,55,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,FCC,,1.57,15.12,563,15303,,,,,,8
44,0,56,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,FCC,,1.55,14.32,571,15243,,,,,,8.14
43,0,57,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,FCC,,1.54,13.53,578,15219,,,,,,8.27
42,0,58,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,FCC,,1.52,12.73,584,15300,,,,,,8.4
41,0,59,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,FCC,,1.5,11.94,590,15446,,,,,,8.54
40,0,60,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,FCC,,1.48,11.14,595,15635,22.2,,,,,8.67
39,0,61,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,FCC,,1.46,10.35,599,15788,,,,,,8.8
38,0,62,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,FCC,,1.44,9.55,603,16095,,,,,,8.94
37,0,63,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,FCC,,1.42,8.75,606,16524,,,,,,9.07
36,0,64,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,FCC,,1.4,8.75,608,16949,,,,,,9.2
35,0,65,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,FCC,,1.38,7.96,610,17470,,,,,,9.33
34,0,66,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,FCC,,1.36,7.16,611,18111,,,,,,9.47
33,0,67,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,FCC,,1.34,7.16,611,18757,,,,,,9.6
32,0,68,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,FCC,,1.32,6.37,611,19636,,,,,,9.73
31,0,69,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,FCC,,1.29,6.37,610,20647,,,,,,9.86
30,0,70,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,FCC,,1.27,5.57,608,21948,17.03,,,,,10
29,0,71,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,FCC,,1.25,5.57,606,23575,,,,,,10.13
28,0,72,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,FCC,,1.23,4.77,604,26106,,,,,,10.26
27,0,73,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,FCC,,1.2,4.77,601,29416,,,,,,10.39
26,0,74,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,FCC,,1.18,4.77,597,38495,,,,,,10.52
25,0,75,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,FCC,,1.16,4.77,592,51039,,,,,,10.66
24,0,76,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,FCC,,1.14,3.98,587,69575,,,,,,10.79
23,0,77,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,FCC,,1.12,3.98,582,89490,,,,,,10.92
22,0,78,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,FCC,,1.09,3.98,576,90001,,567,155,80,127,11.05
21,0,79,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,FCC,,1.07,4.77,569,89193,,,,,,11.18
20,0,80,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,FCC,,1.05,4.77,562,29986,14.88,,,,,11.31
19,0,81,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,FCC,,1.03,5.57,555,21817,,,,,,11.44
18,0,82,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,FCC,,1.01,6.37,547,17869,,,,,,11.57
17,0,83,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,FCC,,0.98,7.16,538,14814,,,,,,11.7
16,0,84,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,FCC,,0.96,8.75,529,12611,14.45,,,,,11.83
15,0,85,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,FCC,,0.94,9.55,519,10927,,,,,,11.96
14,0,86,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,FCC,,0.91,11.94,509,9374,,,,,,12.09
13,0,87,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,FCC,,0.89,14.32,499,8062,,,,,,12.22
12,0,88,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,FCC,,0.87,17.51,488,6842,,,,,,12.35
11,0,89,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,FCC,,0.85,20.69,477,5897,,,,,,12.48
10,0,90,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,FCC,,0.82,24.67,465,4984,13.28,,,,,12.61
9,0,91,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,FCC,,0.8,28.65,453,4105,,,,,,12.74
8,0,92,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,FCC,,0.78,32.63,440,3411,,,,,,12.87
7,0,93,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,FCC,,0.76,35.81,427,2763,,,,,,13
6,0,94,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,FCC,,0.74,39.79,413,2266,,,,,,13.13
5,0,95,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,FCC,,0.71,43.77,399,1914,,,,,,13.26
4,0,96,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,FCC,,0.69,46.95,385,1749,,,,,,13.39
3,0,97,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,FCC,,0.67,50.13,370,1616,,,,,,13.51
2,0,98,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,FCC,,0.64,54.11,355,1612,,,,,,13.64
1,0,99,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,FCC,,0.62,56.5,340,1684,,,,,,13.77
0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,92,925,1,Vacuum,100,0,600,0,Vacuum,90000,0,FCC,,0.6,58.89,324,1782,8.85,447,172,70,100,13.9
0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,,,,,,0,25,0,Air,0,0,,,0.65,39.79,361,2500,8,,,,,13.9
0,5,95,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,,,,,,0,25,0,Air,0,0,,,0.71,47.75,413,2244,11,,,,,14.85
0,10,90,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,,,,,,0,25,0,Air,0,0,,,0.79,55.7,465,2048,12.45,,,,,15.8
0,15,85,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,,,,,,0,25,0,Air,0,0,,,0.85,63.66,518,1759,13.3,,,,,16.74
0,20,80,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,,,,,,0,25,0,Air,0,0,,,0.91,79.58,570,1498,13.9,,,,,17.69
0,25,75,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,,,,,,0,25,0,Air,0,0,,,0.98,95.49,620,1335,14.11,,,,,18.64
0,30,70,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,,,,,,0,25,0,Air,0,0,,,1.04,119.37,669,1187,14.17,,,,,19.59
0,35,65,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,,,,,,0,25,0,Air,0,0,,,1.11,143.24,716,1090,14.13,,,,,20.53
0,40,60,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,,,,,,0,25,0,Air,0,0,,,1.16,167.11,761,1024,14.03,,,,,21.48
0,45,55,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,,,,,,0,25,0,Air,0,0,,,1.21,190.99,803,991,13.91,,,,,22.42
0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,,,,,,0,25,0,Air,0,0,,,1.28,222.82,842,971,13.75,,,,,23.37
0,55,45,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,,,,,,0,25,0,Air,0,0,,,1.35,262.61,878,971,13.56,,,,,24.31
0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,,,,,,0,25,0,Air,0,0,,,1.41,294.44,912,986,13.28,,,,,25.26
0,65,35,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,,,,,,0,25,0,Air,0,0,,,1.45,334.23,943,1017,12.93,,,,,26.2
0,70,30,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,,,,,,0,25,0,Air,0,0,,,1.51,374.01,971,1008,12.33,,,,,27.15
0,75,25,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,,,,,,0,25,0,Air,0,0,,,1.55,413.8,997,969,11.64,,,,,28.09
0,80,20,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,,,,,,0,25,0,Air,0,0,,,1.61,453.59,1022,903,12.12,,,,,29.03
0,85,15,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,,,,,,0,25,0,Air,0,0,,,1.66,501.34,1046,801,13.19,,,,,29.97
0,90,10,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,,,,,,0,25,0,Air,0,0,,,1.71,541.13,1068,684,13.29,,,,,30.92
0,95,5,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,,,,,,0,25,0,Air,0,0,,,1.75,588.87,1091,545,12.96,,,,,31.86
0,97,3,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,,,,,,0,25,0,Air,0,0,,,1.78,628.66,1101,397,12.71,,,,,32.24
0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,,,,,,0,25,0,Air,0,0,,,1.8,676.41,1120,219,12.01,,,,,32.8
49.5,48.5,0,2,0,0,0,0,0,0,0,0,0,0,0,Sintered,0,,,,,0,25,0,Air,0,0,,,2.25,136.08,980,3900,35,400,390,2,85,23.19
62.5,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,Sintered,0,,,,,0,25,0,Air,0,0,,,1.55,23.87,250,6000,75,380,230,23,112,5.64
52.5,0,47.5,0,0,0,0,0,0,0,0,0,0,0,0,Sintered,0,,,,,0,25,0,Air,0,0,,,1.6,12.73,440,30000,45,420,200,18,115,6.99
52.5,0,47.5,0,0,0,0,0,0,0,0,0,0,0,0,Sintered,0,1250,0.5,Hydrogen,360,0,25,0,Air,0,0,,,1.4,23.87,440,,50,,,,,6.99
52.5,0,47.5,0,0,0,0,0,0,0,0,0,0,0,0,Sintered,0,1371,,Forming gas,360,0,25,0,Air,0,0,,,1.27,15.92,440,,,,,,,6.99
19,0,77,0,4,0,0,0,0,0,0,0,0,0,0,Sintered,0,,,,,0,25,0,Air,0,0,,,0.8,2.39,400,74900,55,440,180,16,121,13.19
72.4,27,0,0,0,0.6,0,0,0,0,0,0,0,0,0,Sheet,,25,0,0,0,0,845,2,Vacuum,100,0,,,2.42,71.62,925,,43,696,365,7,,9.57
72.4,27,0,0,0,0.6,0,0,0,0,0,0,0,0,0,Sheet,,25,0,0,0,0,760,2,Vacuum,100,0,,,,,925,,43,799,427,8,,9.57
72.4,27,0,0,0,0.6,0,0,0,0,0,0,0,0,0,Sheet,,25,0,0,0,0,25,0,Air,0,0,,,,,925,,43,1336,1295,1,361,9.57
49,49,0,2,0,0,0,0,0,0,0,0,0,0,0,Sheet,,25,0,0,0,0,845,2,Vacuum,100,0,,,2.43,127.32,970,,19,551,310,15,,23.35
49,49,0,2,0,0,0,0,0,0,0,0,0,0,0,Sheet,,25,0,0,0,0,760,2,Vacuum,100,0,,,,,970,,19,709,434,14,,23.35
49,49,0,2,0,0,0,0,0,0,0,0,0,0,0,Sheet,,25,0,0,0,0,25,0,Air,0,0,,,,,970,,19,1143,1137,6,320,23.35
55,0,45,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,,1175,3,Hydrogen,85,0,25,0,Air,0,0,,,1.58,3.98,472,90000,50,441,165,35,,6.65
51,0,49,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,,1175,3,Hydrogen,85,0,25,0,Air,0,0,,,1.55,2.39,518,180000,47,,,,,7.19
51,0,49,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,,955,3,Hydrogen,85,0,25,0,Air,0,0,,,1.55,7.96,518,64000,47,,,,,7.19
51,0,49,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,,1065,3,Hydrogen,85,0,25,0,Air,0,0,,,1.55,3.98,518,140000,47,,,,,7.19
52,0,45,0,3,0,0,0,0,0,0,0,0,0,0,Sheet,,1175,3,Hydrogen,85,0,25,0,Air,0,0,,,1.45,4.77,580,60000,65,,,,,8.48
21.5,0,78.5,0,0,0,0,0,0,0,0,0,0,0,0,Sheet,,1175,4,Hydrogen,360,0,600,1,Hydrogen,504000,0,,,1.05,1.03,580,300000,16,455,159,35,,11.11
17,0,79,0,4,0,0,0,0,0,0,0,0,0,0,Sheet,,1175,3,Hydrogen,85,0,25,0,Air,0,0,,,0.79,0.32,455,400000,59,,,,,13.44
16,0,80,0,4,0,0,0,0,0,0,0,0,0,0,Sheet,,1175,3,Hydrogen,222.5,0,25,0,Air,0,0,,,,,566,,,545,172,37,,13.57
15,0,80,0,5,0,0,0,0,0,0,0,0,0,0,Sheet,,1175,3,Hydrogen,222.5,0,25,0,Air,0,0,,,,,566,,,545,172,37,,14.11
16,0,77,0,0,2,5,0,0,0,0,0,0,0,0,Sheet,,1175,3,Hydrogen,222.5,0,25,0,Air,0,0,,,0.77,0.4,405,375000,56,441,125,27,,11.33
41.7,15,38,0,0,0,0,0,0,0,0,3,0.9,1.4,0,Sheet,,25,0,Air,0,0,25,0,Air,0,0,,,,,530,,,1310,1100,14,,14.15
42.62,13,38,0,0,0,0,0,0,0,0,4.7,0.03,1.5,0.15,Sheet,,25,0,Air,0,0,25,0,Air,0,0,,,,,530,,,1310,1100,14,,15.29
42.36,13,38,0,0,0,0,0,0.01,0,0,4.7,0.03,1.5,0.4,Sheet,,25,0,Air,0,0,25,0,Air,0,0,,,,,530,,,1275,1035,15,,15.31
57.9,0,41.6,0,0,0,0,0.5,0,0,0,0,0,0,0,Sheet,,25,0,Air,0,0,25,0,Air,0,0,,,,,386,,,496,255,,147,6.2
42.54,14,38,0,0,0,0,0.09,0,0,0,2.9,0.9,1.4,0.17,Sheet,,25,0,Air,0,0,25,0,Air,0,0,,,,,530,,,1365,1200,14,376,13.74
41.97,14,37.6,0,0,0,0.1,0.05,0,0,0,4.7,1.5,0,0.08,Sheet,,25,0,Air,0,0,25,0,Air,0,0,,,,,530,,,1345,1124,15,406,15.51
0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,TF,0,25,0,Air,0,0,25,0,Air,0,0,FCC,16,0.45,4854.23,355,,,,,,,13.9
0,15,85,0,0,0,0,0,0,0,0,0,0,0,0,TF,0,25,0,Air,0,0,25,0,Air,0,0,FCC,15,0.64,3342.25,518,,,,,,,16.74
0,28,72,0,0,0,0,0,0,0,0,0,0,0,0,TF,0,25,0,Air,0,0,25,0,Air,0,0,FCC,14,0.77,2864.79,650,,,,,,,19.21
0,40,60,0,0,0,0,0,0,0,0,0,0,0,0,TF,0,25,0,Air,0,0,25,0,Air,0,0,FCC,14,0.89,2864.79,761,,,,,,,21.48
0,58,42,0,0,0,0,0,0,0,0,0,0,0,0,TF,0,25,0,Air,0,0,25,0,Air,0,0,FCC,16,1.05,3580.99,899,,,,,,,24.88
0,64,36,0,0,0,0,0,0,0,0,0,0,0,0,TF,0,25,0,Air,0,0,25,0,Air,0,0,FCC,16,1.18,6207.04,937,,,,,,,26.01
